0x13460
0x1346E
0x13475
0x13488
0x13495
0x13497
0x1349F
0x134A6
0x134A9
0x134AE
0x134B7
0x134BE
0x134C2
0x134CC
0x134F5
0x13503
0x13506
0x13515
0x1351B
0x13521
0x1352D
0x13532
0x13544
0x13545
0x1354A
0x1355F
0x1356A
0x1356D
0x1357D
0x13581
0x135A0
0x135A3
0x135BD
0x135C0
0x135CE
0x135D1
0x135D2
0x135D6
0x135DB
0x135EA
0x135EC
0x1360E
0x1361C
0x13624
0x1362B
0x13631
0x13635
0x1363A
0x13649
0x1364F
0x13658
0x1365A
0x1366A
0x1366B
0x136A3
0x136A8
0x136AB
0x136B0
0x136B3
0x136B4
0x136BA
0x136BC
0x136D8
0x136DD
0x136EC
0x136F1
0x136F5
0x136FD
0x13707
0x1370B
0x13712
0x1372A
0x1372D
0x1372E
0x1373E
0x13741
0x13746
0x1374C
0x13750
0x13755
0x13756
0x13757
0x1375E
0x1376A
0x1376B
0x1376F
0x13775
0x13781
0x13782
0x13783
0x13787
0x1378E
0x13792
0x137BB
0x137BE
0x137C0
0x137CA
0x137CF
0x137D9
0x137DD
0x137E1
0x137F1
0x137F4
0x137FB
0x13804
0x13806
0x13814
0x1381F
0x13821
0x13822
0x13823
0x13828
0x1382C
0x13832
0x13834
0x13848
0x1384C
0x1384D
0x13854
0x13869
0x1386E
0x13870
0x13879
0x13887
0x13898
0x1389A
0x138A2
0x138A3
0x138B1
0x138B3
0x138B5
0x138BC
0x138BD
0x138DB
0x13901
0x13906
0x13924
0x1393B
0x1393C
0x13947
0x1394C
0x1394E
0x13953
0x1395C
0x13961
0x13968
0x1396C
0x13981
0x13983
0x13993
0x139A8
0x139BB
0x139BD
0x139D2
0x139D4
0x139D8
0x139E3
0x139E4
0x139E5
0x13A25
0x13A2C
0x13A2E
0x13A30
0x13A31
0x13A3A
0x13A46
0x13A48
0x13A4A
0x13A4B
0x13A4D
0x13A51
0x13A52
0x13A53
0x13A61
0x13A6F
0x13A79
0x13A90
0x13A96
0x13AA9
0x13AAC
0x13AAD
0x13AB2
0x13ABC
0x13AC0
0x13AC6
0x13AC9
0x13ADC
0x13AF2
0x13AF3
0x13AF6
0x13AFC
0x13AFD
0x13B04
0x13B06
0x13B09
0x13B0B
0x13B10
0x13B1F
0x13B24
0x13B29
0x13B2A
0x13B3A
0x13B3D
0x13B4B
0x13B52
0x13B55
0x13B5E
0x13B7A
0x13B7E
0x13B80
0x13B84
0x13B8D
0x13B96
0x13B99
0x13B9E
0x13BA7
0x13BA8
0x13BAC
0x13BAD
0x13BAF
0x13BB0
0x13BB1
0x13BBA
0x13BBB
0x13BC1
0x13BD9
0x13BE6
0x13BEB
0x13BED
0x13C06
0x13C0C
0x13C12
0x13C1E
0x13C24
0x13C26
0x13C2C
0x13C32
0x13C35
0x13C39
0x13C3B
0x13C3D
0x13C3E
0x13C41
0x13C42
0x13C44
0x13C53
0x13C61
0x13C6B
0x13C7E
0x13C89
0x13C9A
0x13CA8
0x13CA9
0x13CAE
0x13CB1
0x13CB9
0x13CBB
0x13CBD
0x13CCB
0x13CCD
0x13CCE
0x13CD2
0x13CD7
0x13CD8
0x13CDB
0x13CDF
0x13CE4
0x13CE8
0x13CFD
0x13CFF
0x13D01
0x13D0C
0x13D0D
0x13D20
0x13D21
0x13D22
0x13D27
0x13D4F
0x13D50
0x13D60
0x13D66
0x13D80
0x13D81
0x13D85
0x13D86
0x13D9C
0x13D9E
0x13D9F
0x13DA6
0x13DAC
0x13DB0
0x13DB5
0x13DBA
0x13DC2
0x13DC5
0x13DC6
0x13DC7
0x13DC8
0x13DC9
0x13DDB
0x13DDE
0x13DE0
0x13DE8
0x13DF3
0x13DFC
0x13E04
0x13E0C
0x13E0E
0x13E12
0x13E18
0x13E24
0x13E25
0x13E28
0x13E29
0x13E2B
0x13E2C
0x13E37
0x13E3B
0x13E3D
0x13E3E
0x13E42
0x13E46
0x13E49
0x13E4D
0x13E50
0x13E56
0x13E57
0x13E68
0x13E69
0x13E71
0x13E72
0x13E7F
0x13E8D
0x13E9C
0x13EA4
0x13EA7
0x13EAD
0x13EAE
0x13EB6
0x13EBD
0x13EBF
0x13EC1
0x13ED2
0x13EDC
0x13EF4
0x13EF7
0x13F07
0x13F09
0x13F0B
0x13F22
0x13F27
0x13F2B
0x13F35
0x13F3D
0x13F49
0x13F4B
0x13F4E
0x13F55
0x13F58
0x13F68
0x13F77
0x13F7D
0x13F7E
0x13F97
0x13F9B
0x13FA0
0x13FA4
0x13FAA
0x13FAF
0x13FB0
0x13FB2
0x13FC2
0x13FC7
0x13FC8
0x13FCC
0x13FD1
0x13FE3
0x13FE6
0x13FE8
0x13FE9
0x13FED
0x13FF8
0x13FF9
0x13FFC
0x14001
0x14004
0x14013
0x14015
0x14016
0x1402A
0x1402C
0x1402E
0x1403B
0x1403C
0x1403D
0x1403E
0x14047
0x1404A
0x14053
0x14055
0x1405B
0x14060
0x14064
0x14072
0x1407B
0x1407F
0x14083
0x14087
0x1408E
0x1408F
0x14091
0x14092
0x14096
0x14098
0x1409D
0x140A2
0x140A7
0x140AE
0x140BE
0x140C0
0x140C9
0x140D1
0x140D2
0x140D3
0x140D4
0x140D5
0x140D7
0x140D9
0x140DF
0x140E0
0x140E8
0x140E9
0x140EB
0x140F2
0x140F5
0x140F7
0x140F8
0x140FA
0x140FB
0x14103
0x14108
0x1410F
0x1411A
0x14123
0x14125
0x14127
0x1412E
0x14130
0x14133
0x14134
0x14135
0x14139
0x1413D
0x14143
0x14146
0x14149
0x1414A
0x1414B
0x14163
0x14167
0x1416A
0x14171
0x14172
0x14188
0x1418F
0x14193
0x14198
0x1419B
0x141A0
0x141A3
0x141AE
0x141BB
0x141BC
0x141C4
0x141CA
0x141D1
0x141D3
0x141D9
0x141EF
0x141F8
0x141F9
0x141FA
0x14212
0x1421A
0x1421E
0x1422C
0x14239
0x14244
0x1424E
0x1424F
0x14252
0x14254
0x14255
0x14257
0x14258
0x14264
0x14266
0x14267
0x14279
0x14281
0x14284
0x14286
0x14288
0x1428E
0x14295
0x1429B
0x1429E
0x142A0
0x142A5
0x142B6
0x142C0
0x142C3
0x142CC
0x142CF
0x142D2
0x142E1
0x142E6
0x142E7
0x142ED
0x142F5
0x14301
0x14302
0x14305
0x14309
0x1430A
0x1430C
0x1430E
0x14311
0x14316
0x1431E
0x14326
0x14328
0x14330
0x14335
0x1433A
0x14347
0x14351
0x14365
0x14368
0x1437E
0x14382
0x14383
0x1438A
0x1438D
0x1438E
0x14394
0x14398
0x143A6
0x143AA
0x143AC
0x143AD
0x143B1
0x143B2
0x143B6
0x143BF
0x143C3
0x143CA
0x143CD
0x143D6
0x143DE
0x143EB
0x143EC
0x143ED
0x143F1
0x143F2
0x143F9
